generic_name,cardiotoxicity__binary,cardiotoxicity__ternary,dermatological_toxicity__binary,dermatological_toxicity__ternary,hematological__binary,hematological__ternary,infertility__binary,infertility__ternary,liver_toxicity__binary,liver_toxicity__ternary,ototoxicity__binary,ototoxicity__ternary,pulmonary_toxicity__binary,pulmonary_toxicity__ternary,renal_toxicity__binary,renal_toxicity__ternary,SMILES_standardized,SMILES_clean,SMILES_filled,SMILES_source,name_best_query,name_corrected,SMILES_recovered,SMILES_recovered_source,recovery_status,SMILES_recovered_v3,SMILES_recovered_v3_source,recovery_debug_v3
ABACAVIR SULFATE,1,Most,1,Most,1,,0,,1,Most,0,,0,,0,,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,nc1nc(nc2cc2)c2ncn([c@h]3c=c[c@@h](co)c3)c2n1.nc1nc(nc2cc2)c2ncn([c@h]3c=c[c@@h](co)c3)c2n1,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,Original,,,,,,,,
ABIRATERONE,1,Most,1,,1,Most,1,Most,1,Most,0,,1,,0,,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,c[c@]12cc[c@h](o)cc1=cc[c@@h]1[c@@h]2cc[c@]2(c)c(c3cccnc3)=cc[c@@h]12,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,Original,,,,,,,,
ABROCITINIB,1,Most,1,Most,1,Most,1,,1,,0,,1,Most,0,,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cccs(=o)(=o)n[c@h]1c[c@@h](n(c)c2ncnc3[nh]ccc23)c1,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,Original,,,,,,,,
ACAMPROSATE CALCIUM ENTERIC-COATED,0,,1,,0,,0,,0,,0,,0,,1,Most,CC(=O)NCCCS(=O)(=O)O.CC(=O)NCCCS(=O)(=O)O,cc(=o)ncccs(=o)(=o)o.cc(=o)ncccs(=o)(=o)o,CC(=O)NCCCS(=O)(=O)O.CC(=O)NCCCS(=O)(=O)O,Original,,,,,,,,
ACETAZOLAMIDE EXTENDED-RELEASE,0,,1,Most,1,Most,0,,1,Most,1,Most,1,,1,Most,CC(=O)Nc1nnc(S(N)(=O)=O)s1,cc(=o)nc1nnc(s(n)(=o)=o)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Original,,,,,,,,
ACETAZOLAMIDE SODIUM,0,,1,Most,1,Most,0,,1,Most,1,Most,1,,1,Most,CC(=O)Nc1nnc(S(N)(=O)=O)s1,cc(=o)nc1nnc(s(n)(=o)=o)s1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Original,,,,,,,,
ACETIC ACID,0,,1,,0,,0,,0,,0,,0,,0,,CC(=O)O,cc(=o)o,CC(=O)O,Original,,,,,,,,
ACETYLCYSTEINE INJECTION,0,,1,Most,0,,0,,0,,0,,1,Most,0,,CC(=O)NC(CS)C(=O)O,cc(=o)nc(cs)c(=o)o,CC(=O)NC(CS)C(=O)O,Original,,,,,,,,
ACYCLOVIR SODIUM,0,,1,Most,1,Most,1,,1,,0,,0,,1,Most,Nc1nc(O)c2ncn(COCCO)c2n1,nc1nc(o)c2ncn(cocco)c2n1,Nc1nc(O)c2ncn(COCCO)c2n1,Original,,,,,,,,
ADAGRASIB,1,Most,0,,1,Most,1,Most,1,Most,0,,1,Most,1,Most,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,c=c(f)c(=o)n1ccn(c2nc(oc[c@@h]3cccn3c)nc3c2ccn(c2cccc4cccc(cl)c24)c3)c[c@@h]1cc#n,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,Original,,,,,,,,
ADALIMUMAB,1,Most,1,Most,1,Most,0,,1,,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB,ADALIMUMAB,,,not_found | variants_tried=1,,,
ADALIMUMAB-AATY,1,Most,1,Most,1,,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB-AATY,ADALIMUMAB-AATY,,,not_found | variants_tried=3,,None,"no_hit | variants=['ADALIMUMAB AATY', 'ADALIMUMAB']"
ADALIMUMAB-ADAZ,1,Most,1,Most,1,,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB-ADAZ,ADALIMUMAB-ADAZ,,,not_found | variants_tried=3,,None,"no_hit | variants=['ADALIMUMAB ADAZ', 'ADALIMUMAB']"
ADALIMUMAB-AQVH,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB-AQVH,ADALIMUMAB-AQVH,,,not_found | variants_tried=3,,None,"no_hit | variants=['ADALIMUMAB AQVH', 'ADALIMUMAB']"
ADALIMUMAB-ATTO,1,Most,1,Most,1,,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB-ATTO,ADALIMUMAB-ATTO,,,not_found | variants_tried=3,,None,"no_hit | variants=['ADALIMUMAB ATTO', 'ADALIMUMAB']"
ADALIMUMAB-BWWD,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,ADALIMUMAB-BWWD,ADALIMUMAB-BWWD,,,not_found | variants_tried=3,,None,"no_hit | variants=['ADALIMUMAB BWWD', 'ADALIMUMAB']"
"ADENOSINE INJECTION, 6MG/2ML (3MG/ML) VIAL",1,Most,0,,0,,0,,0,,0,,1,Most,0,,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,nc1ncnc2c1ncn2c1oc(co)c(o)c1o,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Original,,,,,,,,
"ADENOSINE INJECTION, SOLUTION",1,Most,0,,0,,0,,0,,0,,1,Most,0,,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,nc1ncnc2c1ncn2c1oc(co)c(o)c1o,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Original,,,,,,,,
ADO-TRASTUZUMAB EMTANSINE,1,,1,Most,1,Most,1,Most,1,Most,0,,1,Most,0,,Not found,not found,NC(N)=NCCC[C@@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,ChEMBL,ADO,ADO-TRASTUZUMAB EMTANSINE,NC(N)=NCCC[C@@H](N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCCCCCCCCCCCC(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,ChEMBL,found_chembl | variants_tried=4,,,
ADRENALIN (EPINEPHRINE),1,Most,1,Most,0,,1,,0,,0,,1,Most,0,,CNCC(O)c1ccc(O)c(O)c1,cncc(o)c1ccc(o)c(o)c1,CNCC(O)c1ccc(O)c(O)c1,Original,,,,,,,,
ADRENALIN(R),1,Most,1,Most,0,,1,Most,0,,0,,1,Most,0,,CNCC(O)c1ccc(O)c(O)c1,cncc(o)c1ccc(o)c(o)c1,CNCC(O)c1ccc(O)c(O)c1,Original,,,,,,,,
ADUCANUMAB,0,,1,,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,ADUCANUMAB,ADUCANUMAB,,,not_found | variants_tried=1,,,
AFAMELANOTIDE,0,,1,Most,0,,0,,0,,0,,0,,0,,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,cccc[c@h](nc(=o)[c@h](co)nc(=o)[c@h](cc1ccc(o)cc1)nc(=o)[c@h](co)nc(c)=o)c(=o)n[c@@h](ccc(=o)o)c(=o)n[c@@h](cc1c[nh]cn1)c(=o)n[c@h](cc1ccccc1)c(=o)n[c@@h](cccnc(=n)n)c(=o)n[c@@h](cc1c[nh]c2ccccc12)c(=o)ncc(=o)n[c@@h](ccccn)c(=o)n1ccc[c@h]1c(=o)n[c@h](c(n)=o)c(c)c,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,Original,,,,,,,,
AFLIBERCEPT,1,,1,,0,,1,Most,0,,0,,0,,0,,Not found,not found,,NotFound,AFLIBERCEPT,AFLIBERCEPT,,,not_found | variants_tried=1,,,
AGALSIDASE BETA,1,Most,1,Most,0,,0,,0,,1,,1,Most,0,,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,cccccccc(=o)nc(cn1cccc1)c(o)c1ccc2c(c1)occo2.cccccccc(=o)nc(cn1cccc1)c(o)c1ccc2c(c1)occo2.o=c(o)c(o)c(o)c(=o)o,CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
ALBUMIN HUMAN,1,Most,1,,0,,0,,0,,0,,0,,0,,FC(F)(F)C(F)(F)C(F)(F)F,fc(f)(f)c(f)(f)c(f)(f)f,FC(F)(F)C(F)(F)C(F)(F)F,Original,,,,,,,,
ALBUTEROL SULFATE,1,Most,1,,0,,0,,0,,0,,1,Most,0,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,cc(c)(c)ncc(o)c1ccc(o)c(co)c1.cc(c)(c)ncc(o)c1ccc(o)c(co)c1,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,Original,,,,,,,,
ALCAFTADINE,0,,1,,0,,0,,0,,0,,0,,0,,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,cn1ccc(=c2c3ccccc3ccn3c(c=o)cnc32)cc1,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,Original,,,,,,,,
ALDESLEUKIN,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,1,Most,Not found,not found,,NotFound,ALDESLEUKIN,ALDESLEUKIN,,,not_found | variants_tried=1,,None,no_hit | variants=['ALDESLEUKIN']
ALEMTUZUMAB,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,Not found,not found,,NotFound,ALEMTUZUMAB,ALEMTUZUMAB,,,not_found | variants_tried=1,,,
ALENDRONATE SODIUM TABLET,0,,1,Most,0,,0,,0,,0,,1,,0,,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,ncccc(o)(p(=o)(o)o)p(=o)(o)o,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,Original,,,,,,,,
ALFUZOSIN,1,,1,Most,1,,0,,1,Most,0,,0,,0,,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,coc1cc2nc(n(c)cccnc(=o)c3ccco3)nc(n)c2cc1oc,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,Original,,,,,,,,
ALFUZOSIN HCL,1,,1,Most,1,,0,,1,Most,0,,0,,0,,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,coc1cc2nc(n(c)cccnc(=o)c3ccco3)nc(n)c2cc1oc,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,Original,,,,,,,,
ALGLUCOSIDASE ALFA,1,Most,1,Most,0,,0,,0,,0,,1,Most,1,Most,Not found,not found,,NotFound,ALGLUCOSIDASE ALFA,ALGLUCOSIDASE ALFA,,,not_found | variants_tried=2,,,
ALIROCUMAB,0,,1,Most,0,,0,,1,,0,,0,,0,,Not found,not found,,NotFound,ALIROCUMAB,ALIROCUMAB,,,not_found | variants_tried=1,,,
ALISKIREN,0,,1,Most,1,,0,,1,,0,,0,,1,Most,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,cocccoc1cc(c[c@@h](c[c@h](n)[c@@h](o)c[c@h](c(=o)ncc(c)(c)c(n)=o)c(c)c)c(c)c)ccc1oc,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,Original,,,,,,,,
ALISKIREN HEMIFUMARATE,0,,1,Most,1,,0,,0,,0,,0,,1,Most,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)C=CC(=O)O,cocccoc1cc(cc(cc(n)c(o)cc(c(=o)ncc(c)(c)c(n)=o)c(c)c)c(c)c)ccc1oc.cocccoc1cc(cc(cc(n)c(o)cc(c(=o)ncc(c)(c)c(n)=o)c(c)c)c(c)c)ccc1oc.o=c(o)c=cc(=o)o,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)C=CC(=O)O,Original,,,,,,,,
ALLOGENIC THYMOCYTE-DEPLETED THYMUS TISSUE-AGDC,0,,1,Most,1,Most,0,,1,,0,,1,,1,Most,Not found,not found,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O.Cl,ChEMBL,ALLOGENIC THYMOCYTE-DEPLETED THYMUS TISSUE-AGDC,ALLOGENIC THYMOCYTE-DEPLETED THYMUS TISSUE-AGDC,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O.Cl,ChEMBL,found_chembl | variants_tried=4,,,
ALLOPURINOL SODIUM,0,,1,Most,1,Most,0,,1,Most,0,,0,,1,Most,O=c1[nH]cnc2[nH]ncc12,o=c1[nh]cnc2[nh]ncc12,O=c1[nH]cnc2[nH]ncc12,Original,,,,,,,,
ALMOTRIPTAN MALATE,1,Most,1,Most,0,,1,Most,1,,0,,0,,0,,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,cn(c)ccc1c[nh]c2ccc(cs(=o)(=o)n3cccc3)cc12.o=c(o)cc(o)c(=o)o,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,Original,,,,,,,,
ALOGLIPTIN,1,,1,Most,0,,0,,1,Most,0,,0,,1,Most,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,cn1c(=o)cc(n2ccc[c@@h](n)c2)n(cc2ccccc2c#n)c1=o,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Original,,,,,,,,
ALOSETRON,0,,1,Most,0,,0,,1,,0,,0,,0,,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,cc1[nh]cnc1cn1ccc2c(c3ccccc3n2c)c1=o,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,Original,,,,,,,,
ALPRAZOLAM C-IV,1,,1,Most,0,,0,,1,Most,0,,1,Most,0,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,cc1nnc2n1-c1ccc(cl)cc1c(c1ccccc1)=nc2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Original,,,,,,,,
ALTEPLASE,1,Most,1,,1,Most,0,,0,,0,,1,Most,0,,Not found,not found,,NotFound,ALTEPLASE,ALTEPLASE,,,not_found | variants_tried=1,,,
AMANTADINE HCL,1,Most,1,,1,Most,1,,0,,0,,1,Most,1,Most,NC12CC3CC(CC(C3)C1)C2,nc12cc3cc(cc(c3)c1)c2,NC12CC3CC(CC(C3)C1)C2,Original,,,,,,,,
AMIDATE(TM) ETOMIDATE,1,,0,,0,,0,,0,,0,,0,,0,,CCOC(=O)c1cncn1C(C)c1ccccc1,ccoc(=o)c1cncn1c(c)c1ccccc1,CCOC(=O)c1cncn1C(C)c1ccccc1,Original,,,,,,,,
AMINOLEVULINIC ACID HYDROCHLORIDE,0,,1,Most,1,,0,,0,,0,,0,,0,,NCC(=O)CCC(=O)O,ncc(=o)ccc(=o)o,NCC(=O)CCC(=O)O,Original,,,,,,,,
AMIODARONE HCI,1,Most,1,Most,1,Most,1,,1,Most,0,,1,Most,1,,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,ccccc1oc2ccccc2c1c(=o)c1cc(i)c(occn(cc)cc)c(i)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,Original,,,,,,,,
AMITRIPTYLINE HCL,1,Most,1,Most,1,Most,0,,1,,0,,0,,0,,CN(C)CCC=C1c2ccccc2CCc2ccccc21,cn(c)ccc=c1c2ccccc2ccc2ccccc21,CN(C)CCC=C1c2ccccc2CCc2ccccc21,Original,,,,,,,,
AMIVANTAMAB,0,,1,Most,1,Most,0,,1,,0,,1,Most,0,,Not found,not found,,NotFound,AMIVANTAMAB,AMIVANTAMAB,,,not_found | variants_tried=1,,,
AMMONIA N 13,0,,0,,0,,0,,0,,0,,0,,0,,[13NH3],[13nh3],[13NH3],Original,,,,,,,,
AMOXICILLAN,0,,1,Most,1,Most,0,,1,,0,,0,,1,Most,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,cc1(c)sc2c(nc(=o)c(n)c3ccc(o)cc3)c(=o)n2c1c(=o)o,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Original,,,,,,,,
AMOXICILLIN ORAL SUSP,0,,1,Most,1,Most,0,,1,,0,,0,,1,Most,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,cc1(c)sc2c(nc(=o)c(n)c3ccc(o)cc3)c(=o)n2c1c(=o)o,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Original,,,,,,,,
"AMOXICILLIN POWDER, FOR SUSPENSION",0,,1,Most,1,,0,,1,,0,,0,,1,Most,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,cc1(c)sc2c(nc(=o)c(n)c3ccc(o)cc3)c(=o)n2c1c(=o)o,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Original,,,,,,,,
"AMOXICILLIN TABLET, FILM COATED",0,,1,Most,1,,0,,1,,0,,0,,1,Most,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,cc1(c)sc2c(nc(=o)c(n)c3ccc(o)cc3)c(=o)n2c1c(=o)o,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,Original,,,,,,,,
AMPHETAMINE SULFATE TABLETS,1,Most,1,Most,0,,0,,0,,0,,0,,0,,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1,cc(n)cc1ccccc1.cc(n)cc1ccccc1,CC(N)Cc1ccccc1.CC(N)Cc1ccccc1,Original,,,,,,,,
AMPICILLIN INJECTION,0,,1,Most,1,Most,0,,0,,0,,0,,0,,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,cc1(c)sc2c(nc(=o)c(n)c3ccccc3)c(=o)n2c1c(=o)o,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,Original,,,,,,,,
AMPICILLIN; AMPICILLIN SODIUM,0,,1,Most,1,Most,0,,0,,0,,0,,0,,Not found,not found,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],ChEMBL,,,,,,,,
ANAGRELIDE,1,Most,1,,1,Most,1,Most,1,Most,0,,1,Most,1,Most,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,o=c1cn2cc3c(ccc(cl)c3cl)n=c2n1,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,Original,,,,,,,,
ANAKINRA,0,,1,Most,1,Most,0,,1,,0,,0,,0,,Not found,not found,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCOC(=O)C(C)(C)C)c3csc(N)n3)C2SC1,ChEMBL,ANAKINRA,ANAKINRA,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCOC(=O)C(C)(C)C)c3csc(N)n3)C2SC1,ChEMBL,found_chembl | variants_tried=1,,,
ANASTROZOLE TABLETS,1,Most,1,Most,1,Most,1,Most,1,Most,0,,0,,0,,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,cc(c)(c#n)c1cc(cn2cncn2)cc(c(c)(c)c#n)c1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,Original,,,,,,,,
ANIFROLUMAB,0,,1,Most,0,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,ANIFROLUMAB,ANIFROLUMAB,,,not_found | variants_tried=1,,,
ANSUVIMAB,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,ANSUVIMAB,ANSUVIMAB,,,not_found | variants_tried=1,,,
ANTI-INHIBITOR COAGULANT COMPLEX,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,0,,Not found,not found,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C=O)CC(=O)O.O=C(O)C(F)(F)F,ChEMBL,ANTI-INHIBITOR COAGULANT COMPLEX,ANTI-INHIBITOR COAGULANT COMPLEX,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C=O)CC(=O)O.O=C(O)C(F)(F)F,ChEMBL,found_chembl | variants_tried=4,,,
ANTI-THYMOCYTE GLOBULIN (RABBIT),1,Most,1,Most,1,Most,0,,0,,0,,1,Most,0,,Not found,not found,N[C@@H]1C[C@@]23CCCC[C@@]2(CCC3)C1,ChEMBL,ANTI-THYMOCYTE GLOBULIN (RABBIT),ANTI-THYMOCYTE GLOBULIN (RABBIT),,,not_found | variants_tried=4,N[C@@H]1C[C@@]23CCCC[C@@]2(CCC3)C1,ChEMBL,query='ANTI' via chembl | tried=3
ANTICOAGULANT CITRATE PHOSPHATE DOUBLE DEXTROSE,0,,0,,0,,0,,0,,0,,0,,0,,OCC1OC(O)C(O)C(O)C1O,occ1oc(o)c(o)c(o)c1o,OCC1OC(O)C(O)C(O)C1O,Original,,,,,,,,
"ANTIHEMOPHILIC FACTOR (RECOMBINANT), FC-VWF-XTEN FUSION PROTEIN-EHTL",0,,1,,0,,0,,0,,0,,0,,0,,Not found,not found,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,ChEMBL,ANTIHEMOPHILIC FACTOR,"ANTIHEMOPHILIC FACTOR (RECOMBINANT), FC-VWF-XTEN FUSION PROTEIN-EHTL",CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,ChEMBL,found_chembl | variants_tried=4,,,
APADAMTASE ALFA,0,,1,Most,0,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,APADAMTASE ALFA,APADAMTASE ALFA,,,not_found | variants_tried=2,,,
APRACLONIDINE HYDROCHLORIDE,1,,1,,0,,0,,0,,0,,0,,0,,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,nc1cc(cl)c(n=c2nccn2)c(cl)c1,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,Original,,,,,,,,
APRACLONIDINE HYDROCHLORIDE OPHTHALMIC SOLUTION,1,,1,,0,,0,,0,,0,,0,,0,,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,nc1cc(cl)c(nc2=nccn2)c(cl)c1,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,Original,,,,,,,,
APROCITENTAN,0,,1,,1,Most,1,Most,1,Most,0,,0,,0,,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,ns(=o)(=o)nc1ncnc(occoc2ncc(br)cn2)c1-c1ccc(br)cc1,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,Original,,,,,,,,
ARIPIPRAZOLE ORAL,1,Most,1,Most,1,Most,0,,0,,0,,0,,0,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,o=c1ccc2ccc(occccn3ccn(c4cccc(cl)c4cl)cc3)cc2n1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Original,,,,,,,,
